,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
1415,Kunjin virus,Gallus gallus,undocumented,Culicidae ,vector-borne bite,skin,PMID:11585535,PMID:11585535,
1416,Kunjin virus,Ardeidae ,undocumented,Culex annulirostris,vector-borne bite,skin,PMID:3017278;PMID:11797773;infection_cvterm=is_host,PMID:3017278;PMID:11797773,
1417,Kunjin virus,Sus scrofa,undocumented,Culex annulirostris,vector-borne bite,skin,PMID:3017278;infection_cvterm=is_host,PMID:3017278,
1419,Kunjin virus,Culex australicus,no disease,,,,PMID:3017278;infection_cvterm=is_vector,,
1420,Kunjin virus,Equus caballus,Encephalomyelitis,Culex annulirostris,vector-borne bite,skin,PMID:11797773;symptom=convulsion,PMID:11797773,
1422,Kunjin virus,Culex quinquefasciatus,no disease,,,,PMID:11797773;infection_cvterm=is_vector,,
1423,Kunjin virus (STRAIN MRM61C),Culex annulirostris,no disease,,,,PMID:11585535;infection_cvterm=is_vector,,
1424,Kunjin virus (STRAIN MRM61C),Ciconiiformes,undocumented,Culex annulirostris,vector-borne bite,skin,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=130494;infection_cvterm=is_host,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=130494,
1425,Kunjin virus (STRAIN MRM61C),Equus caballus,undocumented,Culex annulirostris,vector-borne bite,skin,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=130494;infection_cvterm=is_host,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=130494,
1426,Kunjin virus (STRAIN MRM61C),Homo sapiens,undocumented,Culex annulirostris,vector-borne bite,skin,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=130494;infection_cvterm=is_host,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=130494,
1427,West Nile virus H442,Homo sapiens,West Nile fever,undocumented,undocumented,undocumented,PMID:18258114;symptom=fever;symptom=rash;symptom=myalgia;symptom=joint pain,PMID:18258114,
1428,West Nile virus SA381/00,Homo sapiens,West Nile fever,undocumented,undocumented,undocumented,PMID:18258114;symptom=fever;symptom=rash;symptom=myalgia;symptom=joint pain,PMID:18258114,
1429,West Nile virus SA93/01,Homo sapiens,West Nile fever,undocumented,undocumented,undocumented,PMID:18258114;symptom=fever;symptom=rash;symptom=myalgia;symptom=joint pain,PMID:18258114,
1430,West Nile virus SPU116/89,Homo sapiens,Hepatitis,undocumented,undocumented,undocumented,PMID:18258114,PMID:18258114,
1431,West Nile virus strain 385-99,Bubo scandiacus,West Nile encephalitis,undocumented,undocumented,undocumented,PMID:16222029,PMID:16222029,
1432,West Nile virus strain PT5.2,Culex univittatus,no disease,,,,PMID:16417437;PMID:17896871,,
1433,West Nile virus strain PT6.16,Culex pipiens,no disease,,,,PMID:16417437;PMID:17896871,,
1434,West Nile virus strain PT6.39,Culex univittatus,no disease,,,,PMID:16417437;PMID:17896871,,
1435,West Nile virus strain PT6.5,Culex pipiens,no disease,,,,PMID:16417437;PMID:17896871,,
1436,SARS coronavirus,Homo sapiens,severe acute respiratory syndrome,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf;symptom=fever;symptom=body ache;symptom=diarrhea;symptom=dry cough;symptom=pneumonia;symptom=chills,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf,
1437,SARS coronavirus,Homo sapiens,severe acute respiratory syndrome,aerosol,droplet spread,conjunctiva,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf;symptom=fever;symptom=body ache;symptom=diarrhea;symptom=dry cough;symptom=pneumonia;symptom=chills,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf,
1438,SARS coronavirus,Homo sapiens,severe acute respiratory syndrome,aerosol,droplet spread,nasal mucosa,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf;symptom=fever;symptom=body ache;symptom=diarrhea;symptom=dry cough;symptom=pneumonia;symptom=chills,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf,
1439,SARS coronavirus,Homo sapiens,severe acute respiratory syndrome,aerosol,droplet spread,mouth mucosa,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf;symptom=fever;symptom=body ache;symptom=diarrhea;symptom=dry cough;symptom=pneumonia;symptom=chills,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf,
1440,SARS coronavirus,Homo sapiens,severe acute respiratory syndrome,fomite,vehicle-borne fomite,conjunctiva,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf;symptom=fever;symptom=body ache;symptom=diarrhea;symptom=dry cough;symptom=pneumonia;symptom=chills,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf,
1441,SARS coronavirus,Homo sapiens,severe acute respiratory syndrome,fomite,vehicle-borne fomite,nasal mucosa,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf;symptom=fever;symptom=body ache;symptom=diarrhea;symptom=dry cough;symptom=pneumonia;symptom=chills,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf,
1442,SARS coronavirus,Homo sapiens,severe acute respiratory syndrome,fomite,vehicle-borne fomite,mouth mucosa,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf;symptom=fever;symptom=body ache;symptom=diarrhea;symptom=dry cough;symptom=pneumonia;symptom=chills,URL:http://www.cdc.gov/ncidod/sars/pdf/factsheet.pdf,
